SKU;EAN;Nazwa produktu (BL);Kategoria BTP (główna);Kategoria BTP (podkategoria);Proponowana kategoria sklepu;Slug kategorii;BL Category ID;Status
IMAC270015;758524874040;"Zestaw Nexgen Skins skórek na obudowę z efektem iMac 27 Serpentine";Elektronika;Komputery;Elektronika i GSM > Etui i pokrowce > Do tabletów i laptopów;do-tabletow-i-laptopow;2805806;OK
U683SEU;3492548234899;"Ultimate U683S Smartfon 2GB RAM 64GB 6,82 4G LTE Dual Sim EU czarny";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
BMMWCCMPGPK;3666339170134;"Uchwyt magnetyczny MagSafe m Edition samochodowy z ładowaniem czarny";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
ACP06106;8809896744737;"Pierścień magnetyczny Spigen OneTap MagSafe uniwersalny, czarnekolor";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
AMP06499;8809896748100;"Bransoleta Spigen Modern Fit Band ze stali nierdzewnej Galaxy Watch 6x44mm";Elektronika;Smartwatche i akcesoria;Elektronika i GSM > Akcesoria GSM;akcesoria-gsm;2810052;OK
60673;5034566606739;"Plecak Muminki Pluszowy w kształcie Muminka 41cm";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
CTFBA50046;8435497298661;"Notatnik A5 z kolekcji Moments Pusheen";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
AMP08886;8809971237161;"Uchwyt magnetyczny Dual Pop Mag MagSafe na palec Spigen czarny";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
CM056606;840171749786;"Etui Mate Large Travel Tote Bag Wodoodporna torba na ramię z niebieski";Sport i turystyka;Turystyka;Sport i turystyka > Sprzęt turystyczny;sprzet-turystyczny;2806620;OK
BDA002;8435497279998;"Torba termiczna śniadaniowa";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
PNE01;8435497283131;"Notatnik A5 z kolekcji Purrfect Love Pusheen";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
AMP06402;8809896747110;"Statyw do selfie Spigen S570W MagSafe Bluetooth, Czarny, teleskopowy 67cm";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
CM049662;840171721195;"Uchwyt MagSafe etui Mate Magnetic Loop Grip Czarny, silikonowy, 360°";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
CM049666;840171721218;"Uchwyt MagSafe etui Mate z obrotowym pierścieniem w kolorze czarnym";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
871125214571;;"Zestaw baterii alkalicznych płaskich AG";;;;;;BRAK W CSV
871125252566;8711252525662;"Bateria cynkowa 6F22 9V 325mAh";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
871125254651_VANILLA;5904501203906;"Kulki żelowe";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
871125254651_LAVENDER;5904501203920;"Kulki żelowe lawendowy";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
871125254651_BERRY;5904501203937;"Kulki żelowe";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
871125248497;8711252484976;"Odświeżacz powietrza 300ml jasmine";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
871125282353;;"Spinacze";;;;;;BRAK W CSV
871125217485_PINK;5904501204170;"Plecak różowe";Sport i turystyka;Turystyka;Sport i turystyka > Sprzęt turystyczny;sprzet-turystyczny;2806620;OK
871125217485_GREY;;"Plecak Xtreme, szary, 18L, wytrzymały poliester, regulowane szelki";;;;;;BRAK W CSV
871125217485_LIGHTBLUE;5904501204200;"Plecak błękitne";Sport i turystyka;Turystyka;Sport i turystyka > Sprzęt turystyczny;sprzet-turystyczny;2806620;OK
HKCPMKHP;3666339388188;"Hello Kitty Zawieszka różowe";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
AMP09027;8809971238588;"Uchwyt Stylowy Spigen Nano Pop MagSafe Mango żółty, dotykowa wygoda";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
AMP09029;8809971238601;"Uchwyt Nano Pop MagSafe Stylowy funkcjonalny w czerni Spigen";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
AHP07580;8809971225069;"TagMe Bluetooth Tracker Lokalizator do kluczy, plecaka, torby Apple czarny";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
CM056194-05;840171748826;"Etui Mate Phone Bangle Bransoletka na nadgarstek Peach";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
IMAC270009;758524874026;"Zestaw Nexgen Skins skórek na obudowę z efektem iMac 27 Iron Eagle";Elektronika;Komputery;Elektronika i GSM > Etui i pokrowce > Do tabletów i laptopów;do-tabletow-i-laptopow;2805806;OK
IMAC270026;758524874002;"Zestaw Nexgen Skins skórek na obudowę z efektem iMac 27 On the Field";Elektronika;Komputery;Elektronika i GSM > Etui i pokrowce > Do tabletów i laptopów;do-tabletow-i-laptopow;2805806;OK
IPAD40030;081159122751;"Zestaw Nexgen Skins skórek na obudowę z efektem iPad 2";Elektronika;Komputery;Elektronika i GSM > Etui i pokrowce > Do tabletów i laptopów;do-tabletow-i-laptopow;2805806;OK
GAL30029;081159122492;"Zestaw Nexgen Skins skórek na obudowę z efektem Samsung Galaxy S Hardwood";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
CPA5059;8435747803843;"Notatnik Harry Potter";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
AF100101514;;"Album fotograficzny na 100 zdjęć 10x15cm Disney Stitch, twarda niebieski";;;;;;BRAK W CSV
MARE0149;8435497267858;"Piórnik Stitch pluszowy na przybory Disney";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
IP50004;766897782268;"Zestaw Nexgen Skins skórek na obudowę z efektem iPhone SE";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
GAL30032;758524876495;"Zestaw Nexgen Skins skórek na obudowę z efektem Samsung Galaxy S Owlettes";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
LFA_6291106063684;6291106063684;"Mahasin przezroczyste Woda perfumowana dla kobiet Edp 100ml";Zdrowie higiena;Perfumy;Dom > Łazienka;lazienka;2810168;OK
LFA_6291108733806;6291108733806;"Qaa ed Al Shabaab Woda perfumowana dla mężczyzn Edp 100ml";Zdrowie higiena;Perfumy;Dom > Łazienka;lazienka;2810168;OK
HKSTBER;3666339388102;"Hello Kitty Pearls Zawieszka czerwone";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
HKSTBEK;3666339388096;"Hello Kitty Pearls Zawieszka czarny";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
HKSTBEHK;3666339388126;"Hello Kitty Pearls and Beads zawieszka czarny";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
KS053960;;"Portfel magnetyczny Kate Spade York Morgan, skóra eco, metaliczny srebrne";;;;;;BRAK W CSV
BBY-BBD2-DRB;0844983028091;"Termoopakowanie do butelek podwójne Buddy Dribble Dots niebieski";Dziecko;Butelki kubki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
BBY-MMBB-BYS;0844983028435;"Śliniaki dla dzieci Mess Mate 2 Baby niebieski";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
ILGU105.0D27KACNA;5055788200284;"Żarówka LED GU10 PAR16 5W 35W 2700K 250lm barwa biała ciepła";Dom i ogród;Oświetlenie;Dom > Oświetlenie (domowe);oswietlenie-domowe;2806810;OK
99MO023124;;"Brelok Xync Lightning Wielofunkcyjny do ładowania synchronizacji biały";;;;;;BRAK W CSV
SDIPHONE655;8033830114052;"Dwie folie na ekran iPhone 6 Plus Puro";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
SDGALAXYS6SG;8033830135460;"Dwie folie na ekran Samsung Galaxy S6 Puro";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
GB40137;;"Opaska na rękę Ribbon Elastyczna, srebrna fioletowa, do Fitbit Sony";;;;;;BRAK W CSV
CM056474;840171749212;"Etui Mate Micro Tote Bag Wodoodporna torba na ramię nocny czarny";Sport i turystyka;Turystyka;Sport i turystyka > Sprzęt turystyczny;sprzet-turystyczny;2806620;OK
AMP09031;8809971238625;"Uchwyt magnetyczny Spigen Nano Pop MagSafe Styl Funkcjonalność w Beżu";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
CM056192-05;840171748819;"Etui Mate Phone Bangle Bransoletka na nadgarstek cielisty";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
CM056196-05;840171748833;"Etui Mate Phone Bangle Bransoletka na nadgarstek Fuchsia";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
IPC747SUNNYKIT1BLUE;8033830186646;"Etui iPhone SE 2022 Zestaw Sunny Kit niebieski";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
IPC747SUNNYKIT1PNK;8033830186677;"Etui iPhone SE 2022 Zestaw Sunny Kit różowe";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
SET4M002;8435747807339;"Zestaw zakładek do książek 4 szt. Harry Potter";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
CPA5057;8435747803829;"Notatnik Harry Potter";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
MARE0309;8435747802792;"Piórnik 3 komorowy Platform 9 3 Harry Potter";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
T5-40130;4000444215899;"Uchwyt Universal Smart Grip R x tra Kit samochodowy do smartfonów o 56-81mm";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
GB40139;685387409167;"Opaska Sleep Sport Band Sportowa na rękę do Fitbit, Jawbone Sony czarny";Elektronika;Smartwatche i akcesoria;Elektronika i GSM > Akcesoria GSM;akcesoria-gsm;2810052;OK
UNIRUNLPNK;8033830135231;"Running Band Uniwersalna frotka do biegania smartfonów max 4.3 key różowe";Sport i turystyka;Sport;Sport i turystyka > Rowery i akcesoria;rowery-i-akcesoria;2804321;OK
NP3-005;898296002842;"Zestaw zeszytów A5 do notatek w kratkę";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
T5-19105;4000444580225;"Uchwyt Universal Smart Grip´R Kit samochodowy do smartfonów o szer. 50-75mm";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
GR05;;"Akumulator 2x AA HR6 2600mAh Green Cell";;;;;;BRAK W CSV
871125225503;8711252255033;"Spray do czyszczenia kokpitu 225ml lemon";Motoryzacja;Akcesoria samochodowe;Motoryzacja > Akcesoria i części;akcesoria-i-czesci;2810030;OK
871125223645;8711252236452;"czarneDecker Lina transportowa z elementami odblaskowymi nawijak 4mm";Motoryzacja;Akcesoria samochodowe;Motoryzacja > Akcesoria i części;akcesoria-i-czesci;2810030;OK
871125247372;;"Pasy transportowe z napinaczem 4 szt. 5m";;;;;;BRAK W CSV
871125226820;8711252268200;"Uchwyt samochodowy na zagłówek smartfon";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
871125241859;;"Pas transportowy z napinaczem 5m";;;;;;BRAK W CSV
EBIKE78STD;;"Bateria do roweru elektrycznego E rower z ładowarką 48V 18Ah 864Wh Li-Ion 3";;;;;;BRAK W CSV
INVGC48P5000LCD;;"Przetwornica napięcia PowerInverter z wyświetlaczem LCD 48V na 230V 5000W";;;;;;BRAK W CSV
INV18;;"Przetwornica 1000W 24V na 230V Czysta Sinusoida USB Green Cell";;;;;;BRAK W CSV
INVGC16;;"Inwerter Pro 12V 230V 500W Green Cell";;;;;;BRAK W CSV
CTFBA50034;8435497258986;"Notatnik Harry Potter";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
BDA003;8435497280000;"Torba termiczna śniadaniowa Harry Potter";Dziecko;Posiłki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
C2AT0018;8435497234591;"Segregator A4 2 ringi, gumka Harry Potter";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
NBA5HP63;5055453486661;"Notatnik Harry Potter";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
MARE0100;8435497253547;"Torba zakupowa materiałowa 28x40cm czarny";Dziecko;Pozostałe;Dla dziecka > Gadżety;gadzety-1;2804280;OK
CBA5001;8435497257156;"Notatnik A5 ze skórzaną okładką długopisem w kształcie różdżki Harry ego";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
AF100101505;8435497264932;"Harry Potter Album fotograficzny na 100 zdjęć 10x15cm";Dziecko;Pozostałe;Dla dziecka > Gadżety;gadzety-1;2804280;OK
CM053842;840171738216;"Torba podróżna etui Mate Wodoodporna, duża, opalizująca, z na telefon";Sport i turystyka;Turystyka;Sport i turystyka > Sprzęt turystyczny;sprzet-turystyczny;2806620;OK
KLWMSPSAKHCK;;"Portfel magnetyczny z funkcją standu Lagerfeld, czarny";;;;;;BRAK W CSV
BMWCSMRSK;3666339170066;"Stojak Wallet Cardslot MagSafe Signature Portfel magnetyczny z czarny";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
CP3D04;8435497280796;"Kalendarz Wieczny z kolekcji Purrfect Love Pusheen";Dziecko;Pokój wyposażenie;Dom > Wyposażenie i akcesoria;wyposazenie-i-akcesoria;2806817;OK
871125225615;8711252256153;"Koc flanelowy 200x150cm niebieski";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
871125214568;8711252145686;"Zestaw baterii alkalicznych AA";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
871125253895;;"Zestaw baterii guzikowych CR2032 3V 5 szt";;;;;;BRAK W CSV
871125222429_03;5904501203968;"Zapalniczka gazowa do grilla Bbq niebieski/błękitne";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
871125201844_02;5904501204064;"Piłka do piłki nożnej r. 5 biały/czarny";Sport i turystyka;Sport;Sport i turystyka > Rowery i akcesoria;rowery-i-akcesoria;2804321;OK
871125217485_BLACK;5904501204187;"Plecak czarny";Sport i turystyka;Turystyka;Sport i turystyka > Sprzęt turystyczny;sprzet-turystyczny;2806620;OK
871125222432_ORANGE;5904501203883;"Zapalniczka gazowa wygodna długa 26,6cm pomarańczowy";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
8711252031477PINK_01;5904501203685;"Koc 150x200cm wzór 01 różowe";Dom i ogród;Wyposażenie;Dom > Kuchnia;kuchnia;2813574;OK
BSM1314-BE;8020252199347;"Torba Smilza Beżowa, Neoprenowa, na MacBooka 14";Elektronika;Komputery;Elektronika i GSM > Etui i pokrowce > Do tabletów i laptopów;do-tabletow-i-laptopow;2805806;OK
KS053962;;"Portfel magnetyczny Kate Spade York MagSafe, różowe, kompaktowy, elegancki";;;;;;BRAK W CSV
871125206873;;"Gąbka do usuwania owadów z karoserii 11x4x7 cm";;;;;;BRAK W CSV
871125224137;8711252241371;"Nabłyszczacz do opon 450ml";Motoryzacja;Akcesoria samochodowe;Motoryzacja > Akcesoria i części;akcesoria-i-czesci;2810030;OK
871125217827;8711252178271;"Ściereczki samochodowe z mikrofibry uniwersalne 35x40cm 10 szt";Motoryzacja;Akcesoria samochodowe;Motoryzacja > Akcesoria i części;akcesoria-i-czesci;2810030;OK
871125224924;8711252249247;"Pasy transportowe z napinaczem 4 szt. 5.1m";Motoryzacja;Akcesoria samochodowe;Motoryzacja > Akcesoria i części;akcesoria-i-czesci;2810030;OK
871125225504;8711252255040;"Spray do czyszczenia kokpitu 225ml lawendowy";Motoryzacja;Akcesoria samochodowe;Motoryzacja > Akcesoria i części;akcesoria-i-czesci;2810030;OK
EBIKE51STD;;"Bateria do roweru elektrycznego E rower z ładowarką 36V 12Ah 5.5x2.1mm";;;;;;BRAK W CSV
EBIKE07STD;;"Bateria do roweru elektrycznego E rower z ładowarką 36V 12Ah 432Wh Li-Ion";;;;;;BRAK W CSV
EBIKE71STD;;"Bateria do roweru elektrycznego E rower z ładowarką 36V 13Ah 5.5x2.1mm";;;;;;BRAK W CSV
INVSOL04;;"Inwerter solarny Falownik Off Grid z ładowarką solarną Mppt 48VDC 3000VA";;;;;;BRAK W CSV
INVGC12P500LCD;;"Przetwornica napięcia 500W";;;;;;BRAK W CSV
INV22;;"Inwerter 12V na 230V 1500W";;;;;;BRAK W CSV
INVGC12;;"Inwerter Pro 12V na 230V 3000W, modyfikowana sinusoida Green Cell";;;;;;BRAK W CSV
INVGC09;;"Inwerter 12V na 230V Pro 1000W Czysta Sinusoida, USB Green Cell";;;;;;BRAK W CSV
HPEB0234;;"Gumki do włosów Harry Potter, 4 szt. z koralikami, oficjalna licencja";;;;;;BRAK W CSV
STATHP07;5055453486609;"Zestaw ołówków w pudełku Dobby Free Elf 6 szt. Harry Potter";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
CUCU003;;"Notatnik Skórzany 13,5x18cm Harry Potter brązowe";;;;;;BRAK W CSV
PENCHP09;5055453488672;"Piórnik metalowy Gryffindor Harry Potter czerwone";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
STATHP08;5055453495809;"Zestaw ołówków w pudełku Symbol Revival 6 SZT Harry Potter";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
STATHP05;5055453486586;"Zestaw ołówków w pudełku House Pride 6 szt. Harry Potter";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
NBA5HP61;5055453486579;"Notatnik Harry Potter";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
PUZ50012;;"Puzzle 500 elementów w ozdobnym pudełku Więzień Azkabanu Harry Potter";;;;;;BRAK W CSV
ORG001;8435497257217;"Organizer na biurko 5 elementów Harry Potter";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
GOM067;8435497296759;"Pusheen Gumki do mazania z kolekcji Moments";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
STAZ001;8435497257194;"Zestaw kubków ceramicznych ze stojakiem 150ml 6 szt. Friends";Dziecko;Butelki kubki;Dla dziecka > Przybory i akcesoria;przybory-i-akcesoria;2813436;OK
CM052078;840171731194;"Torba Wodoodporna etui Mate, PVC, 7” limonkowa, IP68";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
CM052074;840171731170;"Torba Wodoodporna bucket etui Mate z kieszenią na telefon 7” szara";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
KS053898;840171738377;"Łańcuszek na ramię Kate Spade złote, z kryształkami, crossbody";Elektronika;Telefony i akcesoria;Elektronika i GSM > Etui i pokrowce > Na telefon;na-telefon;2804212;OK
SETP006;8435497296421;"Zestaw przyborów szkolnych z kolekcji Moments Pusheen";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
NMGE011;8435497288174;"Notatnik Stitch Magnetyczny Disney";Dziecko;Pokój wyposażenie;Dom > Wyposażenie i akcesoria;wyposazenie-i-akcesoria;2806817;OK
KPGE004;8435497288204;"Zestaw Stitch przyborów szkolnych z kolekcji Tropical Disney";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
CSG0100;8435497268435;"Teczka Stitch Disney";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
PENCHP10;5055453488689;"Piórnik metalowy Hogwarts Harry Potter czarny";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
CTBV017;8435497277499;"Notatnik Skórzany podróżny Gryffindor 12x19,6cm Harry Potter czerwone";Dziecko;Pisanie rysowanie malowanie;Dla dziecka > Artykuły plastyczne i kreatywne;artykuly-plastyczne-i-kreatywne;2810096;OK
CBK0104;8435497268251;"Segregator A4 z kolekcji Street Mood kartkami 4 ringi, gumka";Dziecko;Artykuły szkolne;Dla dziecka > Artykuły szkolne i papiernicze;artykuly-szkolne-i-papiernicze;2804123;OK
